depnmse,indepnmse,sampcovnmse,arval,run,nobs
0.029218261068744197,0.08721337798676813,0.05683347850081161,0.0,1.0,300.0
0.00768790921869496,0.007039331540872999,0.0300710344266637,0.0,2.0,300.0
0.01729189118240986,0.016468779472132655,0.034182838135166115,0.0,3.0,300.0
0.014471677694776273,0.013184594757932598,0.02853231355243521,0.0,4.0,300.0
0.020299952803666227,0.019996962043899533,0.03391561880134286,0.0,5.0,300.0
0.010964400296961387,0.010593709727721922,0.03542893133573471,0.0,6.0,300.0
0.01972615692686801,0.018554210277724272,0.03453880125546672,0.0,7.0,300.0
0.0113137613975247,0.010187150038092048,0.0213184238607305,0.0,8.0,300.0
0.014148080080820922,0.01441890591428701,0.03399290790797876,0.0,9.0,300.0
0.02647845453317557,0.035610023610670664,0.0377455388816067,0.0,10.0,300.0
0.012738945015421438,0.012037529577069762,0.026723886598077194,0.0,11.0,300.0
0.011161919400056619,0.010788499243513158,0.024039155400523204,0.0,12.0,300.0
0.017575165195746454,0.014538897047088972,0.046655647910920896,0.0,13.0,300.0
0.025928290744305926,0.0272608589143354,0.051121367799356485,0.0,14.0,300.0
0.017772440008456215,0.017600821920884573,0.03553028530394924,0.0,15.0,300.0
0.01682016069080413,0.017562426157438873,0.03794211337330079,0.0,16.0,300.0
0.022466902011547597,0.02218355427084232,0.03877924726426864,0.0,17.0,300.0
0.018366498326582693,0.03319460068940714,0.03695300078022378,0.0,18.0,300.0
0.017919938050114978,0.014525947696751895,0.03474132045224281,0.0,19.0,300.0
0.0195889329653475,0.019943975829171127,0.03594943757220906,0.0,20.0,300.0
0.01910755433995486,0.018295385744550804,0.03874892104454632,0.0,21.0,300.0
0.020356189215090185,0.018685097265108804,0.031692857168198585,0.0,22.0,300.0
0.026223351097128325,0.011554282085363155,0.03167607483844835,0.0,23.0,300.0
0.018598031187013364,0.03275200330479312,0.04673807253580032,0.0,24.0,300.0
0.03963570662695976,0.05267580135159307,0.05674322148351704,0.0,25.0,300.0
0.019346636889198646,0.020829882971972684,0.04935717985612836,0.0,26.0,300.0
0.016855935923602367,0.03006764368688435,0.03685826569648273,0.0,27.0,300.0
0.01334356574095755,0.01210482482006171,0.029516274865692325,0.0,28.0,300.0
0.018288259804883463,0.016454605896323738,0.03380969478514938,0.0,29.0,300.0
0.03892388232666817,0.015211720530414983,0.03822613919171866,0.0,30.0,300.0
0.015745343729391004,0.015656259545953927,0.030252736137653904,0.0,31.0,300.0
0.018919749660196685,0.018931235334372073,0.030793161564523983,0.0,32.0,300.0
0.03831063057260621,0.034994515996471846,0.055846162275869214,0.0,33.0,300.0
0.02788555670805925,0.045739845654866954,0.043178569260737695,0.0,34.0,300.0
0.015264005208487903,0.013517047440412594,0.03326798810768233,0.0,35.0,300.0
0.018419967570827665,0.018069386529079932,0.04329697311357988,0.0,36.0,300.0
0.021253903018491976,0.020279193111567534,0.04001260982971927,0.0,37.0,300.0
0.018802262680523398,0.02068144846303441,0.04769490848386125,0.0,38.0,300.0
0.016875450484686583,0.015922508397457576,0.04241550034677097,0.0,39.0,300.0
0.0202877078765022,0.01992831809123807,0.0334875587999073,0.0,40.0,300.0
0.012021619373045484,0.012093634712842657,0.03108811727413699,0.0,41.0,300.0
0.018293097738073756,0.04267293455255067,0.04025555096815614,0.0,42.0,300.0
0.02077381961485248,0.019583174274639827,0.03916434061489824,0.0,43.0,300.0
0.014839345402465896,0.01548316925633668,0.03054382046816615,0.0,44.0,300.0
0.09354909882876118,0.03210057489916962,0.04622420356624956,0.0,45.0,300.0
0.05442146662894575,0.025617152373206845,0.032485594466496175,0.0,46.0,300.0
0.02850413098642243,0.02575187704159197,0.038623903430000814,0.0,47.0,300.0
0.02454486060718191,0.024128441892323146,0.040831289690309275,0.0,48.0,300.0
0.01679369602008584,0.01577338839584111,0.026544989331884036,0.0,49.0,300.0
0.012457258507798786,0.011614526301318375,0.026889179982148435,0.0,50.0,300.0
0.021112548830572914,0.022767547013388095,0.03685221349831049,0.0,51.0,300.0
0.032159044912439885,0.03322962703366158,0.0464195533039424,0.0,52.0,300.0
0.013351732597331351,0.030213976437713,0.03329372695593049,0.0,53.0,300.0
0.013627839552349476,0.027400636884965964,0.033802909511147186,0.0,54.0,300.0
0.016525312264338156,0.01796840003962335,0.03543054969630268,0.0,55.0,300.0
0.038592658296915945,0.03829975678740127,0.05798203241242304,0.0,56.0,300.0
0.014792854723481044,0.015577232963351366,0.03672845796598013,0.0,57.0,300.0
0.01401888448573248,0.013611933304949425,0.029005517383118126,0.0,58.0,300.0
0.02178852857831041,0.02162340171755211,0.042652005415571626,0.0,59.0,300.0
0.03116305169773858,0.03028678929078077,0.06488161007875903,0.0,60.0,300.0
0.03081809400312542,0.030726117371064156,0.04456125686581351,0.0,61.0,300.0
0.01765833922591421,0.017724329398580974,0.037258700271001956,0.0,62.0,300.0
0.022302863015565593,0.02260196084555894,0.04769188814807929,0.0,63.0,300.0
0.023601024694421116,0.026541195948346853,0.042213244587018056,0.0,64.0,300.0
0.011159494329634081,0.011486435005798403,0.034637072540141256,0.0,65.0,300.0
0.009748061689318598,0.00945581010981129,0.029218373889765045,0.0,66.0,300.0
0.017014502363885912,0.015853637008680435,0.043704666808190275,0.0,67.0,300.0
0.011900057917553249,0.011010442586532039,0.026356188581044767,0.0,68.0,300.0
0.019315128077176523,0.03855874950577663,0.035827915194879746,0.0,69.0,300.0
0.019877460859089785,0.019277993132832162,0.040649619935877,0.0,70.0,300.0
0.021100568802750557,0.027814070910741777,0.031482969607680454,0.0,71.0,300.0
0.013645737880837438,0.01331789225364028,0.03542124612137436,0.0,72.0,300.0
0.021218941563842974,0.036344554016803525,0.039553091382666855,0.0,73.0,300.0
0.018142811077794457,0.01572776888034768,0.03604485839896577,0.0,74.0,300.0
0.020141184878335744,0.01883899365905187,0.03659580573685736,0.0,75.0,300.0
0.015567328972017621,0.015265732669801415,0.035330453902572306,0.0,76.0,300.0
0.020217908760676653,0.019487676024532587,0.040875399562317,0.0,77.0,300.0
0.013973824612160004,0.011867671907865748,0.02552045656751907,0.0,78.0,300.0
0.01638719150130666,0.01691005638684605,0.03333807750339404,0.0,79.0,300.0
0.020490801187050718,0.01895182088848135,0.033225073162592426,0.0,80.0,300.0
0.014703707767938941,0.014492873116521981,0.030806997686694673,0.0,81.0,300.0
0.03115614926066478,0.030238379430236124,0.04509061210636003,0.0,82.0,300.0
0.016077932500944674,0.03828344585791313,0.03322562158696189,0.0,83.0,300.0
0.02318178456661978,0.02343734666200924,0.037493623616568904,0.0,84.0,300.0
0.01162705624045077,0.03290411884218387,0.0357830591147174,0.0,85.0,300.0
0.020970832476879007,0.020715260415701695,0.03960408657225512,0.0,86.0,300.0
0.022112226063532893,0.022091051603812445,0.038758059416807523,0.0,87.0,300.0
0.01847075325049364,0.018411392068455167,0.03781997422868312,0.0,88.0,300.0
0.017042547267183197,0.013017099281514084,0.03366336483257309,0.0,89.0,300.0
0.01583535403358517,0.014943395981550237,0.03469241712914062,0.0,90.0,300.0
0.011992448403382174,0.012220833134259123,0.04152544275257963,0.0,91.0,300.0
0.029470798616540433,0.03001045394619749,0.05105875825228969,0.0,92.0,300.0
0.015569089778690499,0.0196551946227656,0.032792664276056455,0.0,93.0,300.0
0.015436120406088166,0.014532397547186092,0.03322761234031822,0.0,94.0,300.0
0.01947857128800413,0.03588488258666766,0.033034856376591586,0.0,95.0,300.0
0.027146056096908053,0.02945117800172463,0.04490743606632483,0.0,96.0,300.0
0.021435234008397003,0.01948532004190807,0.034977513064581696,0.0,97.0,300.0
0.01944659571273357,0.02171004477240805,0.04942316206750109,0.0,98.0,300.0
0.017902883867737723,0.01674181286439432,0.029966627185427173,0.0,99.0,300.0
0.011071251630248458,0.011381973388845083,0.030628176511545573,0.0,100.0,300.0
0.01243576474826753,0.013027854210584455,0.034937051947222526,0.1,1.0,300.0
0.02104821907840082,0.017295423305719027,0.03626177515041832,0.1,2.0,300.0
0.022306623960967064,0.023231371953311538,0.05007625379231973,0.1,3.0,300.0
0.01753515389290531,0.016770118423360878,0.036245515615859945,0.1,4.0,300.0
0.026310295952308358,0.026135248245378873,0.03917907272117956,0.1,5.0,300.0
0.012423345509498,0.012518239927109907,0.03131643898809652,0.1,6.0,300.0
0.03262212427984617,0.03097426172542229,0.04979272559868551,0.1,7.0,300.0
0.02163809734462089,0.02308938027773981,0.04517031818974962,0.1,8.0,300.0
0.13016548641418516,0.02699907037334564,0.04489068478095067,0.1,9.0,300.0
0.019238365542898983,0.018241103483091537,0.03573754954166083,0.1,10.0,300.0
0.04725944016738775,0.05583966111980835,0.061765665183990216,0.1,11.0,300.0
0.025837368502801633,0.023604049678526206,0.03858666555468945,0.1,12.0,300.0
0.012034988647559471,0.011439675409345576,0.029884923288471026,0.1,13.0,300.0
0.011225342557275968,0.010781363162987839,0.03984803691946215,0.1,14.0,300.0
0.020974824446437536,0.020873923784139783,0.03655267186520077,0.1,15.0,300.0
0.015309632755306068,0.0170044837403622,0.037001035203795385,0.1,16.0,300.0
0.020005925660990853,0.01979742612191104,0.046460576119386,0.1,17.0,300.0
0.010113838665248271,0.009930489056489356,0.029396376454012028,0.1,18.0,300.0
0.013947628893255362,0.014387531010964556,0.04354080298537272,0.1,19.0,300.0
0.030369897347551193,0.019554602378156163,0.03855503298409769,0.1,20.0,300.0
0.018062380910813636,0.01587095688208781,0.03711357035768968,0.1,21.0,300.0
0.03886446715212201,0.03489183082596313,0.049877594458870855,0.1,22.0,300.0
0.029454766657169097,0.0351150028374734,0.037328688018968416,0.1,23.0,300.0
0.025920492464792878,0.024751358972945885,0.037741236239493416,0.1,24.0,300.0
0.02191583342177718,0.021442501130095656,0.03990066194338671,0.1,25.0,300.0
0.022088978767454023,0.02057185938163478,0.03543790466115935,0.1,26.0,300.0
0.016159299845523906,0.015824068507463384,0.029107303302251558,0.1,27.0,300.0
0.02566008332848301,0.02528913871598904,0.040527291213896505,0.1,28.0,300.0
0.017830403677822317,0.01865772517115065,0.038375141440445654,0.1,29.0,300.0
0.012460112514295895,0.01191280176662485,0.026592402342663763,0.1,30.0,300.0
0.020043991945631893,0.020171069960316944,0.04078419192788899,0.1,31.0,300.0
0.01128315754911294,0.011584139693829551,0.030230822485100117,0.1,32.0,300.0
0.013481676155428531,0.012731127547703029,0.03253522725515067,0.1,33.0,300.0
0.02308342195792969,0.023232365220513036,0.038772255318263296,0.1,34.0,300.0
0.010965189683115426,0.029129627549111612,0.030403343804547515,0.1,35.0,300.0
0.016540868574723977,0.015428835358931888,0.029670906913064458,0.1,36.0,300.0
0.014946537525627667,0.01492982444218391,0.04245438760125807,0.1,37.0,300.0
0.011377608542906405,0.011754592308101906,0.02522980364405643,0.1,38.0,300.0
0.014235823904874864,0.01304728507723125,0.03408310609295317,0.1,39.0,300.0
0.01160082248130195,0.011812079427842084,0.02839058072395181,0.1,40.0,300.0
0.010633378258413827,0.009281387645343803,0.025908283787465805,0.1,41.0,300.0
0.020624849098468664,0.019250610017070027,0.0359964966518575,0.1,42.0,300.0
0.035267615839841025,0.03181596459998455,0.03168425706703771,0.1,43.0,300.0
0.01440212727942456,0.013459365855893751,0.038896483103454456,0.1,44.0,300.0
0.02649809580495915,0.027028592280160912,0.04789614360843962,0.1,45.0,300.0
0.01979695414569026,0.01719326007369213,0.04882447550887818,0.1,46.0,300.0
0.015001017267414974,0.014961890303890963,0.03640691086926554,0.1,47.0,300.0
0.012752314201880556,0.0127033187077121,0.03128566206997712,0.1,48.0,300.0
0.01712344810337326,0.01612141292493876,0.030013539446483616,0.1,49.0,300.0
0.033217595351997774,0.03259131039595748,0.05356638672352097,0.1,50.0,300.0
0.017492108354138596,0.02760428011493901,0.04676492731736981,0.1,51.0,300.0
0.02065929433228765,0.020206357830249107,0.034593259903056714,0.1,52.0,300.0
0.0217860481888389,0.018035521657012863,0.04248089507005443,0.1,53.0,300.0
0.030206552488362483,0.031077398108265927,0.06200045182676761,0.1,54.0,300.0
0.02056905039399127,0.02416147660542236,0.04708413066715761,0.1,55.0,300.0
0.011579759615007195,0.010816336804487956,0.030767021208941713,0.1,56.0,300.0
0.02540285246797894,0.018865280771179188,0.03220439767880835,0.1,57.0,300.0
0.012476075754568942,0.011858038084558079,0.02517141649115493,0.1,58.0,300.0
0.01950920656584032,0.01990261828759061,0.04445654500095103,0.1,59.0,300.0
0.014935444871005685,0.014318717077963717,0.032925378474085526,0.1,60.0,300.0
0.013716196833399088,0.012572888339639527,0.032923140901974915,0.1,61.0,300.0
0.02744423932237664,0.025995432616470613,0.05488708423633427,0.1,62.0,300.0
0.016096234184499424,0.01557179590905166,0.041473139029839866,0.1,63.0,300.0
0.015104158150773915,0.01590169023427434,0.033953994423992336,0.1,64.0,300.0
0.01696368167691377,0.016889077672619893,0.03911285370829749,0.1,65.0,300.0
0.014577266342137575,0.01543890339007447,0.03216782272409225,0.1,66.0,300.0
0.02131282765707722,0.02146816456207798,0.03773145466816149,0.1,67.0,300.0
0.026639820868598153,0.024963536283023967,0.05401861583275958,0.1,68.0,300.0
0.012808745718569608,0.013296393168158904,0.02713289691710655,0.1,69.0,300.0
0.014363281018722687,0.014644609210086656,0.03145121753854992,0.1,70.0,300.0
0.0445451745933988,0.03553052674876639,0.04140932959390175,0.1,71.0,300.0
0.017163331676557085,0.016073754046916824,0.033966097550322955,0.1,72.0,300.0
0.034618497543993425,0.02034528345916172,0.035149964464054,0.1,73.0,300.0
0.02004832291747238,0.019101531011716157,0.043268096778633136,0.1,74.0,300.0
0.04383051756748114,0.03629198337734315,0.034247031124115555,0.1,75.0,300.0
0.01342823978476651,0.015008963289941557,0.028124784532293765,0.1,76.0,300.0
0.01690043161690208,0.01758576343033758,0.039492531338412414,0.1,77.0,300.0
0.01441239908212789,0.013405925758255792,0.03967303505769126,0.1,78.0,300.0
0.019534414540599624,0.019052345057556548,0.031556720292217594,0.1,79.0,300.0
0.011484559342120658,0.013555585350156139,0.03239931124397709,0.1,80.0,300.0
0.029720204447410605,0.032893483381316806,0.05152617740865667,0.1,81.0,300.0
0.030604951651355444,0.013354037121453109,0.03663749991313398,0.1,82.0,300.0
0.01735058340182065,0.017604496597787168,0.034549963892825324,0.1,83.0,300.0
0.012490135844894255,0.013334232765683794,0.029301597562926898,0.1,84.0,300.0
0.043541673464224946,0.038492150595642906,0.05555768265911997,0.1,85.0,300.0
0.01129481745647486,0.01094151974101001,0.02946206674512298,0.1,86.0,300.0
0.018913270642986476,0.030067994160878117,0.038646435026111925,0.1,87.0,300.0
0.011545441759102522,0.010037990480749829,0.02930335464283196,0.1,88.0,300.0
0.035551506482236754,0.047443604955704426,0.05283105435232142,0.1,89.0,300.0
0.01631138820008961,0.03519798569269893,0.035880932663148235,0.1,90.0,300.0
0.022486297767287954,0.022448788206850475,0.055546921195658565,0.1,91.0,300.0
0.029184035909426444,0.030383704526145774,0.03314952836622691,0.1,92.0,300.0
0.011972843750458068,0.011482069561090035,0.020543609113236484,0.1,93.0,300.0
0.019445703734519593,0.012891873075161467,0.027600271778275304,0.1,94.0,300.0
0.015770920157009677,0.024642317042386272,0.028959977410459314,0.1,95.0,300.0
0.023185347886340264,0.021323520057694684,0.04122627307176381,0.1,96.0,300.0
0.017841156857893007,0.016803114537794598,0.0316721303379162,0.1,97.0,300.0
0.01679450777096775,0.01627107039691779,0.035877804610054846,0.1,98.0,300.0
0.04152027842455859,0.03843880562556126,0.05329874695523626,0.1,99.0,300.0
0.015537240385913538,0.01620366808316303,0.048318422961634314,0.1,100.0,300.0
0.012497333679207424,0.013478570922791136,0.030125887273146374,0.2,1.0,300.0
0.020977728089780275,0.01510712027920927,0.028444239251529682,0.2,2.0,300.0
0.014676543482143771,0.013760089874234892,0.02957504232277525,0.2,3.0,300.0
0.020037778222642674,0.02250819789385623,0.04660061598075921,0.2,4.0,300.0
0.019065092661272216,0.018803533191594987,0.03198790857732569,0.2,5.0,300.0
0.021831987404167252,0.03959254357186863,0.035919537221357024,0.2,6.0,300.0
0.019937540577463036,0.02070642186431326,0.03472686727380117,0.2,7.0,300.0
0.018727940411941854,0.019504954992279507,0.03484514487254454,0.2,8.0,300.0
0.019602907577506972,0.01791331370231221,0.03545519066339507,0.2,9.0,300.0
0.027215154407137065,0.028678116315745305,0.04846541248295282,0.2,10.0,300.0
0.01709201923492475,0.01716667581915549,0.03278586340111191,0.2,11.0,300.0
0.019599899732654042,0.016512282863613812,0.044949557039819295,0.2,12.0,300.0
0.014413620157891799,0.010352758009841903,0.023774651171630967,0.2,13.0,300.0
0.01879527474100707,0.019131726718945263,0.046957561617117304,0.2,14.0,300.0
0.023846309935292097,0.039822084444106974,0.03851242408783576,0.2,15.0,300.0
