depnmse,indepnmse,sampcovnmse,nobs,run,arval
0.05600168653978645,0.05217673371194844,0.11425304220542341,100.0,1.0,0.0
0.0923341445238453,0.1320159788761921,0.15222368983846138,100.0,2.0,0.0
0.04303602641429949,0.0389939525143018,0.08330563799178282,100.0,3.0,0.0
0.04528364903374947,0.044901913776054084,0.09214350577941363,100.0,4.0,0.0
0.033422420195584356,0.06751944680308447,0.08726155913864161,100.0,5.0,0.0
0.09170159090040261,0.09003647070638107,0.1651426203333127,100.0,6.0,0.0
0.11510147880959684,0.09327667537540273,0.13422283154736472,100.0,7.0,0.0
0.030435266719230643,0.026693736764147526,0.07133901250707046,100.0,8.0,0.0
0.0490586172054599,0.04294049848306813,0.08637287901250919,100.0,9.0,0.0
0.09966600779597592,0.10861770756818649,0.12914538026306074,100.0,10.0,0.0
0.04411878866987862,0.038678191098417365,0.08816244991144388,100.0,11.0,0.0
0.08506194329933042,0.05905085500989708,0.1438569209883495,100.0,12.0,0.0
0.15855236469713713,0.1642895406171604,0.17938146289780182,100.0,13.0,0.0
0.04563593150704,0.04461290725345644,0.08376815465160162,100.0,14.0,0.0
0.07008545171733419,0.06390258632091124,0.09305873801133063,100.0,15.0,0.0
0.06746958793787751,0.058936549017787554,0.09013375831411649,100.0,16.0,0.0
0.1911454810876862,0.05217112109441809,0.11704544560709829,100.0,17.0,0.0
0.05265419869938582,0.04692619661128775,0.1058482665360487,100.0,18.0,0.0
0.06289958024892411,0.05201266039243906,0.09354176113849025,100.0,19.0,0.0
0.1939212948832157,0.10186518446434234,0.14834955107561298,100.0,20.0,0.0
0.0529300488804677,0.056224012843203025,0.10626699004525142,100.0,21.0,0.0
0.047009967606830017,0.03596232790283142,0.08122702002253507,100.0,22.0,0.0
0.1388234445376166,0.10169014324594454,0.14368494476376503,100.0,23.0,0.0
0.21019670758490724,0.054169743585311465,0.07825712743676896,100.0,24.0,0.0
0.047151916904111885,0.06275706810433966,0.12153640752887575,100.0,25.0,0.0
0.08435663712040879,0.06998527381205524,0.13818052022882243,100.0,26.0,0.0
0.07804148412567942,0.04938023281630969,0.08422882742385261,100.0,27.0,0.0
0.04002622969484418,0.0400353349957157,0.08723848975212156,100.0,28.0,0.0
0.07880819751590663,0.07167844218671145,0.12564423657447277,100.0,29.0,0.0
0.07217647018752626,0.054738651978926,0.10827918485971956,100.0,30.0,0.0
0.09882854815582008,0.08815744935132265,0.18871363792588572,100.0,31.0,0.0
0.06967482274422811,0.07442596168107758,0.13089036654246944,100.0,32.0,0.0
0.07710069808806469,0.060650569199995376,0.10628252721124459,100.0,33.0,0.0
0.06740349672956433,0.06478432478480677,0.09601944867980913,100.0,34.0,0.0
0.04378068289139425,0.051711388138070254,0.11579141220406233,100.0,35.0,0.0
0.04542366232540086,0.03975847540740297,0.09408984689060582,100.0,36.0,0.0
0.06544859785715892,0.05830026260859908,0.10504236799467528,100.0,37.0,0.0
0.05836539772433913,0.0925719883494597,0.12977992031967245,100.0,38.0,0.0
0.03457441657461551,0.036065398400580415,0.07262434432941398,100.0,39.0,0.0
0.09270749382130362,0.04910965268943272,0.09002371770170345,100.0,40.0,0.0
0.06365521947281988,0.08084228862284669,0.11331768085852258,100.0,41.0,0.0
0.04331845575489049,0.040601834536410884,0.0845014419948941,100.0,42.0,0.0
0.06617662343407589,0.05517852865009502,0.11645833470641158,100.0,43.0,0.0
0.05265875071015351,0.047486459901391574,0.08255427324543527,100.0,44.0,0.0
0.045473442597054436,0.04942865136574646,0.10011181062839933,100.0,45.0,0.0
0.0917965360084123,0.1294136688337009,0.1516108940197171,100.0,46.0,0.0
0.05005603140376377,0.04578837937689254,0.10238771279860691,100.0,47.0,0.0
0.047746765369843,0.04855077176907848,0.10404618035111547,100.0,48.0,0.0
0.07309264380248832,0.1114479152610334,0.1240375562811469,100.0,49.0,0.0
0.2268137289511147,0.06010384734826695,0.12206732691630659,100.0,50.0,0.0
0.041849487327004824,0.04283893260062333,0.12079527426199688,100.0,51.0,0.0
0.3726653998558295,0.0463659942931366,0.1295165275770275,100.0,52.0,0.0
0.06429543118674377,0.06642673187241269,0.11448712710282856,100.0,53.0,0.0
0.05538198186569236,0.07407304736060702,0.10776747097950659,100.0,54.0,0.0
0.09790761446436849,0.11881381629904122,0.1572987175111257,100.0,55.0,0.0
0.045638533329046355,0.04491560339417868,0.07586964633634004,100.0,56.0,0.0
0.05802977265625528,0.08131172767255913,0.10895842885994253,100.0,57.0,0.0
0.1181491289651382,0.05734389667355824,0.0734478932219077,100.0,58.0,0.0
0.04326710604630733,0.03400683283691737,0.06855140720537146,100.0,59.0,0.0
0.12836132454120414,0.05030267099672474,0.11787830751523967,100.0,60.0,0.0
0.07691408855778831,0.06561388874402456,0.12235125329478365,100.0,61.0,0.0
0.06099649984134556,0.05959225685519172,0.1434313628129877,100.0,62.0,0.0
