depnmse,indepnmse,nobs,run,arval,prat
0.4221751792723558,9.783293651482929,400.0,1.0,0.95,0.1
0.9637817866750962,1.6136618037252086,400.0,2.0,0.95,0.1
0.6195524715543357,1.7882748294754622,400.0,3.0,0.95,0.1
6.831569611447739,10.098739003394046,400.0,4.0,0.95,0.1
0.9522708556936071,21.229321262052455,400.0,5.0,0.95,0.1
0.6970663448988687,4.351954940619688,400.0,6.0,0.95,0.1
0.5448443340239855,12.282285594006462,400.0,7.0,0.95,0.1
8.683764638586487,77.6876110615296,400.0,8.0,0.95,0.1
0.8399535509778617,3.191287538721584,400.0,9.0,0.95,0.1
0.6828756445617682,12.882046984017798,400.0,10.0,0.95,0.1
3.025870953879504,9.30139458563467,400.0,11.0,0.95,0.1
4.944320455568245,25.98211658068421,400.0,12.0,0.95,0.1
0.4518317392040781,2.1822062866946945,400.0,13.0,0.95,0.1
0.6789225678854988,10.935756582604347,400.0,14.0,0.95,0.1
0.4058335575087276,1.9041264474548354,400.0,15.0,0.95,0.1
14.507366027370942,12.883535011231013,400.0,16.0,0.95,0.1
0.7562587197284913,2.4984928830758575,400.0,17.0,0.95,0.1
3.010842588224219,16.02839409677996,400.0,18.0,0.95,0.1
3.6478867831657977,4.918630036819304,400.0,19.0,0.95,0.1
0.8937602680790137,5.133401086784614,400.0,20.0,0.95,0.1
0.8335891456887669,5.935266660381015,400.0,21.0,0.95,0.1
1.2264321122023196,8.12580304571354,400.0,22.0,0.95,0.1
0.5764339180548638,2.394226950383031,400.0,23.0,0.95,0.1
0.5006331803284735,10.242148337154692,400.0,24.0,0.95,0.1
0.6576398993579591,10.208726175394668,400.0,25.0,0.95,0.1
11.21919977012709,17.208288877896162,400.0,26.0,0.95,0.1
2.1407182250614265,9.581527264441632,400.0,27.0,0.95,0.1
1.720438599900559,19.528804056586647,400.0,28.0,0.95,0.1
1.6340946452574427,14.41272488143784,400.0,29.0,0.95,0.1
6.037681256156539,29.549024321192075,400.0,30.0,0.95,0.1
0.9360750861833271,2.044003065612671,400.0,31.0,0.95,0.1
3.902575608034057,12.087372633594235,400.0,32.0,0.95,0.1
0.6934407207117331,2.123781790604848,400.0,33.0,0.95,0.1
0.484418557414428,1.155829594379293,400.0,34.0,0.95,0.1
0.5672278529230311,1.8130834378267449,400.0,35.0,0.95,0.1
0.6609244214328833,9.938952204545654,400.0,36.0,0.95,0.1
0.952086040610246,13.037490277628033,400.0,37.0,0.95,0.1
1.1343994354613058,71.66184591024569,400.0,38.0,0.95,0.1
32.313740134535834,704.9203453889708,400.0,39.0,0.95,0.1
0.500711260840096,10.739816247474089,400.0,40.0,0.95,0.1
0.7765105720022747,17.383524131487608,400.0,41.0,0.95,0.1
1.0225725456249202,5.68340885690143,400.0,42.0,0.95,0.1
0.8850937103821822,2.20026609471405,400.0,43.0,0.95,0.1
0.4452183421751201,1.689161724985647,400.0,44.0,0.95,0.1
0.7608788687505915,5.198857372127022,400.0,45.0,0.95,0.1
1.1604516611323377,5.163391514645533,400.0,46.0,0.95,0.1
1.1822089154455158,2.9496780601000605,400.0,47.0,0.95,0.1
1.364520578747614,12.994828280088413,400.0,48.0,0.95,0.1
0.7867265445888075,19.75275208234185,400.0,49.0,0.95,0.1
0.5160340323469018,8.521443753995571,400.0,50.0,0.95,0.1
0.7908244032553187,8.760607320647013,400.0,51.0,0.95,0.1
1.2450503717771704,14.992817549324231,400.0,52.0,0.95,0.1
0.9136173844164638,14.569306447058548,400.0,53.0,0.95,0.1
0.5689077177814233,2.2415141578288895,400.0,54.0,0.95,0.1
1.3640573583323683,5.832183716164792,400.0,55.0,0.95,0.1
0.6557476736228974,3.6878058096689244,400.0,56.0,0.95,0.1
0.9369385371319777,29.255897116351726,400.0,57.0,0.95,0.1
1.9037490225329867,13.065933393388411,400.0,58.0,0.95,0.1
0.913163752776331,13.585940556141477,400.0,59.0,0.95,0.1
0.8597675144182092,2.1742605396792087,400.0,60.0,0.95,0.1
2.452800445761447,24.811260429413842,400.0,61.0,0.95,0.1
1.5342141350488765,19.483735837280715,400.0,62.0,0.95,0.1
1.0369684571049849,3.034122813629205,400.0,63.0,0.95,0.1
9.431730133374842,56.74591826834658,400.0,64.0,0.95,0.1
1.237312943233507,45.94845472589097,400.0,65.0,0.95,0.1
1.0674376020118612,88.1947706760732,400.0,66.0,0.95,0.1
0.503322592487708,13.299446858393864,400.0,67.0,0.95,0.1
0.5912772294877737,16.920001620063715,400.0,68.0,0.95,0.1
1.929723248652073,4.401394174879692,400.0,69.0,0.95,0.1
0.6553883298339314,6.593737334679657,400.0,70.0,0.95,0.1
0.552234660162615,1.3544022372410816,400.0,71.0,0.95,0.1
14.036921020205932,18.792539770985222,400.0,72.0,0.95,0.1
0.7793113133838823,9.040970384761238,400.0,73.0,0.95,0.1
1.3076957315815307,4.100898836294622,400.0,74.0,0.95,0.1
0.6758508737096821,2.928659655870342,400.0,75.0,0.95,0.1
0.6529428408117792,3.211690065449301,400.0,76.0,0.95,0.1
16.385860300152128,13.572743352455772,400.0,77.0,0.95,0.1
0.9549687025541286,20.824671275855007,400.0,78.0,0.95,0.1
0.8738113782770014,1.9307311348030765,400.0,79.0,0.95,0.1
1.2443623503578116,19.053141364015993,400.0,80.0,0.95,0.1
0.538429473913343,12.066272721294437,400.0,81.0,0.95,0.1
1.0765085696198877,41.4810278041389,400.0,82.0,0.95,0.1
1.1622044963894407,15.417443626038661,400.0,83.0,0.95,0.1
1.2136323609626825,4.367225583348537,400.0,84.0,0.95,0.1
4.677917794003269,4.2633373294255446,400.0,85.0,0.95,0.1
0.8778440827694926,24.152125126860792,400.0,86.0,0.95,0.1
1.623745773128351,36.99392575776043,400.0,87.0,0.95,0.1
0.7540847004704914,22.08643259682387,400.0,88.0,0.95,0.1
1.1675719164216032,11.059444540006309,400.0,89.0,0.95,0.1
0.9052548814036042,48.47671125360602,400.0,90.0,0.95,0.1
15.229946976411211,18.55845614456156,400.0,91.0,0.95,0.1
4.1274945243215795,93.58763350884742,400.0,92.0,0.95,0.1
0.7553483396530747,17.70525867381276,400.0,93.0,0.95,0.1
1.5850835828479246,29.73956012385922,400.0,94.0,0.95,0.1
1.8814047649279502,2.4610339313652427,400.0,95.0,0.95,0.1
0.8571198440602317,1.5651926119702317,400.0,96.0,0.95,0.1
1.057807506509118,12.652034359891152,400.0,97.0,0.95,0.1
0.5019383775376851,25.529996663029053,400.0,98.0,0.95,0.1
0.4568772152276351,2.0241345362950196,400.0,99.0,0.95,0.1
1.3127499249464154,3.841000446939701,400.0,100.0,0.95,0.1
0.5382637383128673,17.461799729891315,400.0,1.0,0.95,0.2
0.2594558674736192,0.4722087748191449,400.0,2.0,0.95,0.2
0.6488699398630606,1.3818857149848554,400.0,3.0,0.95,0.2
0.7938151503528786,0.8561703120622242,400.0,4.0,0.95,0.2
0.6068330402281134,0.896090143089871,400.0,5.0,0.95,0.2
0.7149408618242323,0.6245931017825516,400.0,6.0,0.95,0.2
0.30026632601954306,0.4962737767305967,400.0,7.0,0.95,0.2
0.4731702305185374,1.1278835222330041,400.0,8.0,0.95,0.2
0.3806169467777588,1.3199823066521221,400.0,9.0,0.95,0.2
0.5848264964426517,4.162355270378111,400.0,10.0,0.95,0.2
0.48316393725694157,1.4127913812565833,400.0,11.0,0.95,0.2
0.5907818941361177,1.0937892803638904,400.0,12.0,0.95,0.2
0.751991155880298,1.2904755519817508,400.0,13.0,0.95,0.2
0.701018965912577,1.186234005008815,400.0,14.0,0.95,0.2
0.4028753791598421,0.9625230032029155,400.0,15.0,0.95,0.2
0.6209239876435917,1.1681485087779115,400.0,16.0,0.95,0.2
0.6881347532535906,0.9303250501598579,400.0,17.0,0.95,0.2
0.44861986209522375,1.1514685121899157,400.0,18.0,0.95,0.2
0.6705158157480555,7.082044573669768,400.0,19.0,0.95,0.2
0.39378057068103883,0.7564295042589556,400.0,20.0,0.95,0.2
0.30386453733226615,0.2633014481836758,400.0,21.0,0.95,0.2
15.415551688157969,29.531710657569487,400.0,22.0,0.95,0.2
1.1217081048833446,0.7303187642932079,400.0,23.0,0.95,0.2
0.3745533638181322,0.6716635106939809,400.0,24.0,0.95,0.2
0.2684993868412995,0.6834807667633973,400.0,25.0,0.95,0.2
0.6501547611749978,2.3013876886975346,400.0,26.0,0.95,0.2
0.3196199063137225,0.5365226717352057,400.0,27.0,0.95,0.2
0.8749157723172633,7.413410823282232,400.0,28.0,0.95,0.2
0.46445662043183106,3.245336654628738,400.0,29.0,0.95,0.2
0.43032697955077764,0.9139576875938141,400.0,30.0,0.95,0.2
1.7328536389898546,1.4954145738398568,400.0,31.0,0.95,0.2
0.461100604180131,5.768108050947448,400.0,32.0,0.95,0.2
25.081656810999366,11.097850547893879,400.0,33.0,0.95,0.2
0.5898092931756843,1.1127174297635236,400.0,34.0,0.95,0.2
0.5679617224971004,0.8407739132146185,400.0,35.0,0.95,0.2
0.34629783839010436,1.3007050542457812,400.0,36.0,0.95,0.2
0.4738305718959151,0.671060873718688,400.0,37.0,0.95,0.2
0.29908920621934304,0.6832857013652647,400.0,38.0,0.95,0.2
0.37323780751335195,0.9370261533142015,400.0,39.0,0.95,0.2
0.40150193133686973,2.61955711581893,400.0,40.0,0.95,0.2
1.5597485721520636,1.1203863782216,400.0,41.0,0.95,0.2
0.5180075305810817,1.5885553496836067,400.0,42.0,0.95,0.2
0.3830823572826447,0.9035247796725174,400.0,43.0,0.95,0.2
0.36787492084921547,0.9853925949738499,400.0,44.0,0.95,0.2
0.47155992116867007,7.777492288188642,400.0,45.0,0.95,0.2
0.7836384931684521,1.012118037189847,400.0,46.0,0.95,0.2
3.031724317532196,1.9346130283350291,400.0,47.0,0.95,0.2
0.7825028032303797,4.1088655135268555,400.0,48.0,0.95,0.2
0.41138173144907997,0.7592894639683928,400.0,49.0,0.95,0.2
2.240979181458078,3.6414250152419627,400.0,50.0,0.95,0.2
0.7220903066964237,10.483415878253735,400.0,51.0,0.95,0.2
1.1917464697601705,2.2657629014465837,400.0,52.0,0.95,0.2
0.4697526522990429,0.47248213649533616,400.0,53.0,0.95,0.2
0.5613838734270673,1.333347202893037,400.0,54.0,0.95,0.2
0.7091709458132298,1.4467659320335755,400.0,55.0,0.95,0.2
0.6936324116032716,2.3166881692385606,400.0,56.0,0.95,0.2
0.42181186941300036,1.31812281221507,400.0,57.0,0.95,0.2
0.6121559716916922,1.0700008997268704,400.0,58.0,0.95,0.2
0.6297071183096535,1.55819320311404,400.0,59.0,0.95,0.2
0.4936974177871462,0.7781250833778353,400.0,60.0,0.95,0.2
0.5600157801759194,0.8282671974211024,400.0,61.0,0.95,0.2
0.45626551809296034,1.1135693351206275,400.0,62.0,0.95,0.2
0.5235176475208312,2.2975887466620364,400.0,63.0,0.95,0.2
0.8536920117512662,2.929423828652882,400.0,64.0,0.95,0.2
0.5819988310314745,1.192287673804002,400.0,65.0,0.95,0.2
0.9246284683335506,1.3816953408888981,400.0,66.0,0.95,0.2
0.7737129062525622,1.5080554344343884,400.0,67.0,0.95,0.2
2.02598965924213,1.3774676757338928,400.0,68.0,0.95,0.2
0.3118085662934697,0.7169104411643726,400.0,69.0,0.95,0.2
0.4329206875020875,0.9891962884052089,400.0,70.0,0.95,0.2
0.5432854863099268,1.3731357254370735,400.0,71.0,0.95,0.2
9.794500088182854,247.7898288229435,400.0,72.0,0.95,0.2
0.31574590844208283,1.2829672092216426,400.0,73.0,0.95,0.2
0.3994407377307824,1.1315759616641072,400.0,74.0,0.95,0.2
0.6305679457792153,1.753842101945995,400.0,75.0,0.95,0.2
0.28521682294560496,0.8054461632035601,400.0,76.0,0.95,0.2
0.483380285140602,0.6429253808201298,400.0,77.0,0.95,0.2
0.732758249284328,1.4099269709841438,400.0,78.0,0.95,0.2
0.471034688510877,1.0654805947683037,400.0,79.0,0.95,0.2
0.4442748945243972,0.7710141017384106,400.0,80.0,0.95,0.2
0.35530299496308465,1.3601634150867568,400.0,81.0,0.95,0.2
0.40950842248868513,0.41708570688204816,400.0,82.0,0.95,0.2
0.5363544938831306,1.7278550973330546,400.0,83.0,0.95,0.2
0.38601537539798875,1.200538121211874,400.0,84.0,0.95,0.2
2.7821806022754862,6.474349586891431,400.0,85.0,0.95,0.2
1.6569387476477409,2.2278615608049943,400.0,86.0,0.95,0.2
0.5208480499286466,1.9259328903981245,400.0,87.0,0.95,0.2
0.44738841296370546,1.6098194133030717,400.0,88.0,0.95,0.2
